Community ID,Group,Average investment income (pesos/year),Group name,Distance to nearest city
331,True,41.98438262939453,Treatment,141.32516426681622
319,True,31.076305389404297,Treatment,132.48611355930328
356,True,18.885202407836914,Treatment,89.61675500278672
19,True,37.80403518676758,Treatment,139.7042883536797
432,True,27.40386199951172,Treatment,134.75607320611763
463,True,46.72660446166992,Treatment,156.6796310386692
180,True,52.32154083251953,Treatment,74.6417813681675
243,True,43.39453125,Treatment,97.42757885108533
116,True,38.44144821166992,Treatment,93.70589647166855
371,True,8.390321731567383,Treatment,109.0662278663913
490,True,24.39381980895996,Treatment,114.13293377891092
105,True,37.77531814575195,Treatment,164.04457538079018
161,True,60.7794189453125,Treatment,9.465391571979616
470,True,39.57439422607422,Treatment,154.59142883335215
234,True,72.28453826904297,Treatment,52.92058670672676
35,True,40.808719635009766,Treatment,114.34772817442403
38,True,45.8494873046875,Treatment,111.22861183391448
92,True,29.269262313842773,Treatment,120.71149718574623
455,True,53.506378173828125,Treatment,55.42462729206596
190,True,21.43769073486328,Treatment,80.86236430001196
268,True,41.930137634277344,Treatment,73.69986718958322
360,True,22.485767364501953,Treatment,164.4642940505127
414,True,26.59052848815918,Treatment,55.41059088687911
159,True,49.86782455444336,Treatment,16.264575579233814
411,True,34.18433380126953,Treatment,156.4335345993247
329,True,37.991249084472656,Treatment,85.39800473035422
107,True,48.46778106689453,Treatment,169.31529816389306
461,True,49.88141632080078,Treatment,156.9873323468145
431,True,34.12067413330078,Treatment,154.6553372513015
186,True,31.151519775390625,Treatment,61.98534797690349
419,True,30.18346405029297,Treatment,127.65760766835677
